class_name,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0.325685173,0.756972015,4.96E-09,0.386990637,0.727717876,-0.010815944,0.428822041,0.661458373,-0.013878308,0.443628669,0.592094719,-0.019676961,0.4523395,0.539055705,-0.026076118,0.406117082,0.565893531,0.014580844,0.42114526,0.491584092,0.007225724,0.4270055,0.44441247,-5.38E-05,0.43058151,0.404399067,-0.00600749,0.375736684,0.550142109,0.006976521,0.392018348,0.464390934,0.001507418,0.400360227,0.412645131,-0.010956238,0.408352077,0.367441863,-0.020823633,0.344112605,0.550465643,-0.004874523,0.355973482,0.467723519,-0.015286573,0.363462538,0.419131398,-0.029718477,0.371945143,0.379347324,-0.039602641,0.309985727,0.564048231,-0.019133862,0.314793646,0.50463289,-0.029951246,0.321894437,0.464262366,-0.039751228,0.330725193,0.426913887,-0.046795413
A,0.326560676,0.755104303,4.82E-09,0.387331098,0.726704717,-0.01067574,0.429329216,0.660933971,-0.013350012,0.444700658,0.591972709,-0.018832836,0.454766661,0.538972855,-0.024858793,0.406947315,0.566450119,0.016020032,0.422245115,0.493039101,0.009116748,0.427893937,0.446948886,0.002071004,0.431135654,0.407692969,-0.003722746,0.3768996,0.550317705,0.008507851,0.393525541,0.465116918,0.003151193,0.40158397,0.413635314,-0.009523746,0.409288943,0.368434072,-0.01945175,0.345584929,0.549943388,-0.00332266,0.357624978,0.468376607,-0.013577008,0.364828676,0.421095431,-0.027941629,0.37301901,0.382540107,-0.037663586,0.311693728,0.56245625,-0.017577643,0.316674888,0.502937436,-0.028193699,0.323442101,0.463602662,-0.037910014,0.331938833,0.427412897,-0.044825759
A,0.327113271,0.754270077,4.85E-09,0.387886196,0.725580454,-0.012209504,0.429763556,0.660209715,-0.015764346,0.444337308,0.591287374,-0.021793842,0.453458339,0.537858546,-0.02839434,0.406984508,0.564561605,0.014243309,0.421693414,0.491673917,0.006865313,0.427485347,0.444997847,-0.000639015,0.43105334,0.405311108,-0.006817734,0.376922309,0.548943222,0.007372051,0.393413335,0.464364052,0.001786629,0.401759654,0.412957996,-0.011067998,0.409722865,0.367478192,-0.02121973,0.345809698,0.549326003,-0.003922147,0.357573122,0.467675686,-0.014556544,0.364588499,0.419938177,-0.029466709,0.37263903,0.380120277,-0.039643511,0.312050253,0.56317246,-0.017701086,0.317225993,0.504353821,-0.028770069,0.324088782,0.464801341,-0.038967878,0.332515597,0.427845359,-0.046286862
A,0.327020705,0.753555775,4.91E-09,0.388088703,0.724972844,-0.011924944,0.430045515,0.659903288,-0.015346911,0.444585919,0.591009498,-0.021250244,0.453880787,0.537840664,-0.027704917,0.407194644,0.564555526,0.014201836,0.421938658,0.491634369,0.006829965,0.427491456,0.444818139,-0.000605176,0.430848986,0.404962778,-0.00670632,0.377160281,0.548861563,0.007296775,0.393673837,0.464437842,0.001722961,0.401903033,0.413106322,-0.010997857,0.409629345,0.367625654,-0.021027373,0.346130311,0.549163342,-0.003969512,0.357926279,0.467773676,-0.014556585,0.364899457,0.420151532,-0.029278146,0.372778147,0.380268335,-0.039306737,0.31248647,0.562855601,-0.017682916,0.317618668,0.504322231,-0.02862809,0.324327558,0.464884549,-0.038659565,0.332506686,0.427905411,-0.045846477
A,0.328399003,0.7522614,4.71E-09,0.389042854,0.725138545,-0.011084379,0.431325823,0.660597682,-0.0140399,0.446650177,0.592030525,-0.019684287,0.455507636,0.538680911,-0.025839863,0.409697473,0.565930426,0.015676061,0.424684763,0.491736472,0.008474483,0.430229068,0.445392489,0.001182078,0.433169842,0.406044126,-0.004791127,0.379511088,0.549852192,0.008324913,0.395905346,0.464594692,0.002730437,0.403869539,0.412924409,-0.010164442,0.411162764,0.367813051,-0.020246489,0.348190635,0.549459517,-0.003420105,0.359752357,0.467863441,-0.014052926,0.366328597,0.420333058,-0.02893592,0.373911709,0.381317526,-0.038942028,0.31443426,0.56190145,-0.017568503,0.319455385,0.502598166,-0.028641382,0.326317161,0.463327467,-0.038804967,0.33491528,0.42716217,-0.046011001
A,0.329728007,0.754143357,4.89E-09,0.39097327,0.726687968,-0.009046384,0.433522284,0.661015213,-0.01063483,0.448559642,0.591534972,-0.015122006,0.456651747,0.538139522,-0.020157313,0.41133371,0.567521691,0.017279033,0.426510423,0.492910713,0.01082903,0.432262182,0.446247935,0.004139381,0.435716033,0.406654954,-0.001420244,0.381067246,0.551289737,0.009359104,0.397454768,0.466061324,0.004519794,0.405768663,0.414681494,-0.007675057,0.413750201,0.370232999,-0.017316377,0.349682808,0.550736189,-0.002726195,0.361289591,0.469141245,-0.012631408,0.368302792,0.421329647,-0.026846422,0.376561046,0.382904351,-0.036484789,0.315925866,0.562919259,-0.017085992,0.320485562,0.5032745,-0.027504299,0.327411145,0.463656545,-0.037188288,0.336472631,0.427908242,-0.04410487
A,0.329930365,0.755362391,4.97E-09,0.390946716,0.726919293,-0.008731234,0.433382064,0.661446035,-0.010495089,0.448648155,0.592770755,-0.015261851,0.456332475,0.539891124,-0.020699104,0.410568625,0.567167997,0.016680928,0.425304592,0.493529052,0.009660536,0.431523442,0.446987033,0.002533598,0.435747802,0.407110691,-0.003347327,0.380844593,0.551142871,0.008242935,0.396438688,0.466109842,0.002958743,0.405032814,0.414778024,-0.00944446,0.413502336,0.369723976,-0.019322844,0.349710464,0.551079273,-0.004329135,0.360856175,0.469292045,-0.014646355,0.368333459,0.421269566,-0.029075297,0.377236485,0.381768286,-0.038958449,0.31610322,0.56427151,-0.019134769,0.320600182,0.505122006,-0.029908124,0.327829063,0.465617776,-0.039723333,0.337293923,0.429365635,-0.046804555
A,0.33997786,0.762316465,4.48E-09,0.402229875,0.734328508,-0.0133557,0.44419378,0.665299892,-0.016708987,0.457685024,0.593589365,-0.022483097,0.467279673,0.539484322,-0.029106602,0.4200221,0.573299885,0.013073342,0.434712589,0.497145921,0.004541473,0.439684033,0.45021528,-0.003763611,0.442665517,0.409561008,-0.010503455,0.38934797,0.556838334,0.006241819,0.407076567,0.471373409,-0.000454929,0.415655881,0.418103516,-0.014965529,0.423809856,0.37108165,-0.026531361,0.357505888,0.556549191,-0.005194271,0.370703131,0.473830014,-0.017209867,0.378129363,0.425004959,-0.034113802,0.386747867,0.385120332,-0.045719903,0.32292068,0.569402277,-0.019218359,0.32873565,0.509239495,-0.031849984,0.336378992,0.469417065,-0.043580014,0.346078634,0.433033615,-0.052087158
A,0.346669495,0.761931062,4.11E-09,0.407715678,0.734821975,-0.014339017,0.450239718,0.667149425,-0.019108986,0.463643938,0.596364677,-0.026258502,0.472040027,0.544314444,-0.034330871,0.429885238,0.573280036,0.009818695,0.442795575,0.498852134,0.000157127,0.447759032,0.45247823,-0.008886366,0.450917184,0.412239313,-0.016047293,0.399081081,0.556625664,0.002666871,0.415495425,0.473174512,-0.00469711,0.423452914,0.421682149,-0.01915849,0.431141257,0.375479281,-0.030786531,0.367196977,0.556793332,-0.009049509,0.379278362,0.476148725,-0.021159044,0.385339379,0.427930713,-0.037746415,0.392761528,0.388325214,-0.049322542,0.3325876,0.570738554,-0.023486312,0.338670969,0.510635138,-0.035804834,0.344841301,0.471778482,-0.047128409,0.352896035,0.436383128,-0.055508498
A,0.347240955,0.76211524,5.10E-09,0.408445716,0.732976139,-0.008387844,0.449695855,0.666584313,-0.011072909,0.463470638,0.598627687,-0.017249553,0.472405553,0.548618793,-0.024241244,0.429763019,0.571327806,0.015989132,0.443232745,0.498179704,0.008279807,0.44835031,0.451936066,0.0004453,0.451440841,0.412458062,-0.00605,0.399515748,0.555887878,0.006320153,0.415099502,0.472186506,0.000626854,0.422851652,0.421178043,-0.012424593,0.429909348,0.375874281,-0.023021193,0.367688358,0.556547821,-0.007479472,0.379001439,0.475613594,-0.017957065,0.385054201,0.427559674,-0.032871865,0.391976058,0.387049615,-0.043425389,0.332843244,0.571104228,-0.023501579,0.33834365,0.510958672,-0.034476552,0.345169187,0.4713009,-0.044375814,0.353411704,0.434209645,-0.051821597
A,0.367602617,0.768355429,4.34E-09,0.427999526,0.738194227,-0.013895219,0.468784392,0.67121017,-0.016797189,0.482707411,0.602104664,-0.02187049,0.49004823,0.550373137,-0.027259741,0.446279734,0.57893014,0.016238201,0.461774766,0.504134595,0.010405616,0.467218637,0.456855148,0.00321463,0.469682246,0.416337878,-0.003051279,0.415441096,0.563112199,0.010439376,0.433132201,0.480261773,0.006677603,0.441726327,0.42711848,-0.006938191,0.448769242,0.380905449,-0.018136512,0.383123159,0.562263191,-5.71E-05,0.39526847,0.481557548,-0.009223258,0.403601289,0.433112442,-0.025748869,0.412210524,0.393553495,-0.03753629,0.3489815,0.574864507,-0.01325187,0.352321893,0.515062809,-0.023552328,0.358715385,0.474473,-0.034711041,0.366909772,0.436463773,-0.043128666
A,0.383479029,0.771246612,3.22E-09,0.443411589,0.742951155,-0.021309778,0.48518306,0.677196145,-0.028589744,0.498736441,0.607483625,-0.036952529,0.505601704,0.553943872,-0.045675464,0.463643402,0.583934069,0.007430371,0.478261828,0.508083045,-0.001878426,0.483550817,0.460324228,-0.011470635,0.486237586,0.419095278,-0.019091543,0.432185262,0.567338705,0.004226041,0.449202597,0.484183282,-0.002805864,0.457081079,0.43281877,-0.018337594,0.464030206,0.387371063,-0.030525317,0.399830371,0.565788269,-0.004153196,0.412343472,0.485217035,-0.015986569,0.420276731,0.437813163,-0.03373589,0.428671539,0.398937166,-0.046031259,0.36564368,0.577466786,-0.015830852,0.371129245,0.514912188,-0.027906204,0.378440112,0.474121332,-0.040106904,0.387241304,0.435897171,-0.049170364
A,0.390548199,0.770452619,3.93E-09,0.449688166,0.744380951,-0.019165512,0.491478831,0.680183113,-0.025724526,0.503766775,0.610588253,-0.033708666,0.50878489,0.557907283,-0.041959744,0.473091692,0.584919691,0.008679143,0.486708283,0.511143565,-0.000401835,0.491361618,0.463882625,-0.009515959,0.493843585,0.423467964,-0.016822517,0.442168921,0.567388237,0.004404952,0.458806604,0.484435737,-0.002309738,0.466602892,0.431444317,-0.017009923,0.474210411,0.38413313,-0.028802047,0.409714729,0.56630075,-0.004908534,0.421035379,0.486154735,-0.016354613,0.427327007,0.437725782,-0.033170857,0.43482995,0.398245811,-0.044900313,0.374701321,0.579105794,-0.017399821,0.379994541,0.518162727,-0.029010981,0.386022806,0.479281723,-0.040395975,0.393770427,0.44349283,-0.048873831
A,0.390716106,0.76880914,4.91E-09,0.448599488,0.741174996,-0.017400566,0.491972893,0.680778384,-0.024153054,0.506483853,0.614365876,-0.032584563,0.508266211,0.561888993,-0.04118501,0.472637296,0.582751393,0.008442903,0.48657313,0.511624098,-0.000765188,0.492623985,0.465081155,-0.009909713,0.496194065,0.425538808,-0.017128579,0.442717493,0.56575042,0.003256583,0.458079636,0.483170927,-0.003328614,0.466292799,0.430820107,-0.017183729,0.473913282,0.384730637,-0.028464094,0.410930306,0.565135896,-0.00675048,0.420494735,0.484927356,-0.017845646,0.426488459,0.435647905,-0.033761777,0.433887661,0.395765185,-0.045045204,0.376322865,0.57871139,-0.019822011,0.379701048,0.518656373,-0.030804802,0.38568002,0.478511095,-0.041400425,0.393697649,0.442018688,-0.049451403
A,0.408650607,0.776199937,3.67E-09,0.46723181,0.745818257,-0.017633054,0.506117642,0.678169429,-0.023754828,0.517256498,0.608315408,-0.032046292,0.52152878,0.554806292,-0.040816851,0.488152623,0.586169302,0.012959099,0.501574576,0.511048675,0.004146793,0.505936801,0.463210702,-0.005652953,0.508003592,0.422326505,-0.013845491,0.457458675,0.570592105,0.006746676,0.47382459,0.486845315,3.49E-05,0.482014716,0.433809072,-0.016289057,0.489927053,0.38788712,-0.029386913,0.425001204,0.570116282,-0.004767245,0.435229242,0.488355279,-0.016604682,0.44228816,0.439418077,-0.035576999,0.450717956,0.399178416,-0.049033992,0.390412718,0.583473504,-0.019340942,0.393905342,0.519942522,-0.032016423,0.400453985,0.480320096,-0.044887628,0.408961028,0.443959177,-0.05464508
A,0.412102073,0.776492894,4.37E-09,0.469858587,0.747334182,-0.014710089,0.510439873,0.682346344,-0.02084671,0.525007308,0.61460036,-0.029505262,0.533529162,0.562265456,-0.038963068,0.492438644,0.589381635,0.008960875,0.508294106,0.516533375,-0.001516901,0.513846755,0.469909638,-0.011638382,0.516678691,0.42966795,-0.019874491,0.462894827,0.572001755,0.001008897,0.481323779,0.489335179,-0.007699534,0.490111262,0.436831713,-0.023732513,0.498193979,0.389874548,-0.036605906,0.431638718,0.57085681,-0.01154977,0.443213522,0.490115136,-0.024603315,0.450000376,0.441451758,-0.042647559,0.458040208,0.400708616,-0.055440135,0.397598475,0.583834112,-0.026753765,0.402077913,0.522004008,-0.040061802,0.407734275,0.482938617,-0.052436244,0.415395439,0.447066218,-0.061753742
A,0.425857335,0.784142435,4.29E-09,0.483481884,0.753424764,-0.013760732,0.521097422,0.686774492,-0.018416982,0.535615206,0.61962074,-0.026125945,0.547374547,0.566196978,-0.034598365,0.501746178,0.593367457,0.016262213,0.518146276,0.518410742,0.007875578,0.5256356,0.471326947,-0.001326663,0.530951977,0.430306494,-0.009024309,0.473028004,0.577403486,0.008313136,0.490484864,0.491838396,0.001692002,0.500434041,0.439077079,-0.013469595,0.510460496,0.393020749,-0.025571961,0.442786038,0.576385558,-0.004743541,0.453617603,0.492934763,-0.016497616,0.461699665,0.44426924,-0.033958208,0.471633881,0.40311715,-0.046174988,0.411047697,0.589092433,-0.020584725,0.415247262,0.527121902,-0.033020627,0.421830446,0.487236917,-0.045041952,0.430600822,0.449818462,-0.054035421
A,0.425499141,0.783630729,4.21E-09,0.483130723,0.753404737,-0.008947394,0.521512389,0.687313199,-0.012319943,0.536918879,0.621548295,-0.019966766,0.548651218,0.568044066,-0.028615724,0.503162622,0.591061234,0.021417478,0.519131482,0.520134449,0.013330415,0.527782977,0.4749749,0.003969733,0.533964217,0.43572998,-0.003689284,0.474491596,0.575155973,0.010698549,0.491125941,0.491443694,0.004520552,0.500952423,0.439450562,-0.010326385,0.510486841,0.393096805,-0.022151358,0.444638938,0.574666917,-0.004940006,0.454751819,0.493698686,-0.015434665,0.462527424,0.444373131,-0.031113802,0.471562088,0.402676493,-0.042331848,0.413134813,0.588202417,-0.023195898,0.417824864,0.525448084,-0.034217969,0.424341708,0.485234559,-0.044463381,0.432639688,0.448192865,-0.052262612
A,0.435312152,0.784867048,3.92E-09,0.493239969,0.755466521,-0.011546585,0.530858517,0.686285675,-0.015133087,0.54465872,0.618098199,-0.02207515,0.557090998,0.566495955,-0.030167704,0.511971593,0.593853831,0.014923549,0.529391646,0.520886838,0.005886341,0.537108421,0.475001693,-0.003359569,0.54262805,0.434878826,-0.010978647,0.482954562,0.577046037,0.005854078,0.500527501,0.491938353,-0.001352768,0.510607123,0.438957572,-0.016502719,0.520403206,0.392126828,-0.028762905,0.452564657,0.576748013,-0.007915619,0.462910563,0.493769944,-0.019851606,0.47121653,0.444885254,-0.037063573,0.480953008,0.40361011,-0.049260214,0.420414627,0.590726614,-0.024245953,0.424577832,0.529194713,-0.03674005,0.431634158,0.489537328,-0.048565745,0.440780818,0.452597499,-0.057472095
A,0.441001207,0.783827722,3.88E-09,0.497635514,0.75466907,-0.012532254,0.536023796,0.68765825,-0.017440651,0.550128996,0.620030999,-0.025966458,0.560426593,0.566237688,-0.035501335,0.517537773,0.590437353,0.016258709,0.53355062,0.519209802,0.006886156,0.541356564,0.473902345,-0.003001232,0.546763241,0.434764415,-0.010990272,0.488396674,0.573626876,0.006903244,0.504822612,0.489642173,-9.91E-05,0.514107704,0.437604249,-0.015412821,0.523110986,0.39062345,-0.027776394,0.457833022,0.573139429,-0.007532013,0.467697144,0.492139876,-0.018855181,0.475149184,0.443016708,-0.035384692,0.483797938,0.401514053,-0.047337722,0.424975038,0.587348342,-0.024849016,0.428979278,0.524826527,-0.036617909,0.435202986,0.485656857,-0.047594175,0.443205476,0.449730843,-0.055989735
A,0.438525617,0.785480618,4.36E-09,0.495233595,0.755981684,-0.010703842,0.534478605,0.690398633,-0.014859433,0.550233483,0.623674273,-0.022892175,0.558902383,0.568109155,-0.031641826,0.516626775,0.591158628,0.019171931,0.533950865,0.520459652,0.010991368,0.542313576,0.474895567,0.002191241,0.54776293,0.436096489,-0.004945312,0.488165915,0.574863195,0.009221927,0.505148232,0.490465075,0.00334071,0.514450014,0.437392473,-0.010380605,0.523375034,0.390416443,-0.02143389,0.458224207,0.575112283,-0.005771546,0.467930734,0.493407935,-0.015851092,0.4754287,0.444039524,-0.030122742,0.484279633,0.403308749,-0.040427361,0.426080525,0.58963728,-0.02367794,0.429209173,0.527445495,-0.034191843,0.434717983,0.48720336,-0.043558523,0.442464858,0.450780064,-0.050628752
A,0.453510344,0.786519289,4.27E-09,0.508687198,0.754725099,-0.011592649,0.544456363,0.684730232,-0.01540328,0.557780445,0.617256045,-0.022896372,0.568916976,0.565802276,-0.031544864,0.524300575,0.590374768,0.01691941,0.539983034,0.516511977,0.007872171,0.548478127,0.471040845,-0.001562706,0.55519563,0.431222737,-0.009339388,0.495515019,0.575124621,0.007143333,0.511462331,0.488469183,0.000146053,0.521571875,0.43544203,-0.015060473,0.532009244,0.388563991,-0.027353467,0.465746403,0.576393366,-0.007711174,0.474698097,0.492337644,-0.019605402,0.482318133,0.443111926,-0.036916379,0.492043674,0.401431859,-0.049149986,0.434406042,0.592161,-0.025307123,0.437046289,0.529465675,-0.038000885,0.443413049,0.48959595,-0.050014134,0.452424645,0.452755541,-0.059029344
A,0.458493203,0.789213598,3.88E-09,0.514296591,0.756799281,-0.010070422,0.549714386,0.687825978,-0.014723079,0.562571526,0.620360255,-0.023522021,0.574561298,0.567511499,-0.033555429,0.53030926,0.592448592,0.015688628,0.546084285,0.520281971,0.005054759,0.553850114,0.473999381,-0.005338077,0.559492826,0.433094382,-0.01384725,0.501185775,0.577980697,0.003835925,0.51873976,0.49182713,-0.005687322,0.528800726,0.437126815,-0.021910742,0.538607001,0.387541711,-0.034761433,0.4711155,0.580573916,-0.012882628,0.481176734,0.496503174,-0.026708173,0.489277899,0.446334243,-0.043888059,0.498976678,0.403079867,-0.055874608,0.438809663,0.598118365,-0.032184388,0.443184137,0.533443749,-0.046511766,0.449591219,0.491740942,-0.058559585,0.45840022,0.452370763,-0.067449316
A,0.457665354,0.788032651,4.07E-09,0.513038516,0.755858898,-0.009364621,0.549466789,0.689432025,-0.013769876,0.5632267,0.623274744,-0.022549937,0.570985436,0.568323553,-0.032339916,0.529898345,0.589570343,0.019953592,0.544991434,0.519007623,0.010615475,0.553191543,0.473721296,0.000744367,0.559022725,0.433912694,-0.007275376,0.502190292,0.575450957,0.008129505,0.518604636,0.491315901,0.000766869,0.528473914,0.437745452,-0.014233107,0.537684619,0.388867885,-0.026222853,0.4728598,0.578083992,-0.008785436,0.482779771,0.495419085,-0.020462198,0.491096377,0.444992185,-0.03613263,0.500283182,0.401851684,-0.047307305,0.441148341,0.595734358,-0.02845466,0.445827663,0.53202641,-0.040695827,0.452355474,0.490866244,-0.051137377,0.460588813,0.452358723,-0.058944717
